
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
 Restart                              Suggested           g_kr           f_kr    phat       alpha_r     Total Work |             g              f     Feasibility/
     No.                               Solution                                                                    |                                    Optimality
     (r)                                  (Z_r)                                                              (w_r) |
-------------------------------------------------------------------------------------------------------------------|----------------------------------------------
       1     [      40       5 ]      0.215084   -0.074632371  0.9193        0.0289         748800 |               F
       2     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0363        1634000 |               F
       3     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0411        2533600 |               F
       4     [      15      14 ]      0.021848   -0.005316995  0.9450        0.0442        3239200 |               F
       5     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0462        4676000 |               F
       6     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0475        5523600 |               F
       7     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0484        6605000 |               F
       8     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0490        7336200 |               F
       9     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0493        8741400 |               F
      10     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0496        9509400 |               F
      11     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0497       10619400 |               F
      12     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0498       11384400 |               F
      13     [       8      17 ]      0.016014   -0.002621229  0.9526        0.0499       12138200 |               F
      14     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0499       13230000 |               F
      15     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0499       14149200 |               F
      16     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       15456800 |               F
      17     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       16097000 |               F
      18     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       17178400 |               F
      19     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       17842200 |               F
      20     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       18732600 |               F
      21     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       19373400 |               F
      22     [       7      18 ]      0.014326   -0.000635595  0.9495        0.0500       19373400 |               F
      22     [       5      19 ]      0.013879   -0.000691243  0.9507        0.0500       20430200 |               F
      23     [       5      19 ]      0.013879   -0.000691243  0.9507        0.0500       21504000 |               F
      24     [       5      19 ]      0.013879   -0.000691243  0.9507        0.0500       22249000 |               F
      25     [       5      19 ]      0.013879   -0.000691243  0.9507        0.0500       23628800 |               F
      26     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       24622000 |               F
      27     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       25404400 |               F
      28     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       26186800 |               F
      29     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       27399000 |               F
      30     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       28163200 |               F
      31     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       29196600 |               F
      32     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       30354200 |               F
      33     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       31546600 |               F
      34     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       32990200 |               F
      35     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       34260000 |               F
      36     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       35278400 |               F
      37     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       36471200 |               F
      38     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       37712000 |               F
      39     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       38732600 |               F
      40     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       39749200 |               F
      41     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       40787200 |               F
      42     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       42230800 |               F
      43     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       43610600 |               F
      44     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       44699400 |               F
      45     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       45683800 |               F
      46     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       47114200 |               F
      47     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       47314600 |               F
      48     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       49482600 |               F
      49     [       3      20 ]      0.013320   -0.001270541  0.9569        0.0500       50379200 |               F
